student_id,university,gender,graduation_year,target_role,cgpa,attendance_percent,internship_count,project_count,certification_count,hackathon_count,programming_language,curriculum_programming_score,industry_programming_required,programming_gap,curriculum_dsa_score,industry_dsa_required,dsa_gap,curriculum_dbms_score,industry_dbms_required,dbms_gap,curriculum_web_development_score,industry_web_development_required,web_development_gap,curriculum_cloud_score,industry_cloud_required,cloud_gap,curriculum_ai_ml_score,industry_ai_ml_required,ai_ml_gap,curriculum_cybersecurity_score,industry_cybersecurity_required,cybersecurity_gap,curriculum_devops_score,industry_devops_required,devops_gap,curriculum_communication_score,industry_communication_required,communication_gap,curriculum_problem_solving_score,industry_problem_solving_required,problem_solving_gap,overall_skill_alignment,average_skill_gap,employability_score,skill_gap_category,placement_status,event_timestamp
STU0653,GITAM University,Male,2025,Full Stack Developer,6.74,78.1,2,1,,0,C++,73.5,82,8.5,77.0,76,0.0,61.0,70,9.0,60.9,88,27.1,76.6,62,0.0,50.1,50,0.0,64.3,42,0.0,50.8,58,7.2,81.9,74,0.0,84.0,80,0.0,94.83,5.17,76.57,Low Gap,Not Placed,2026-02-27 00:00:00
STU0654,SRM University,Male,2026,Data Scientist,6.78,91.9,0,4,2.0,2,C#,62.4,78,15.6,65.1,75,9.9,71.0,72,1.0,75.6,55,0.0,67.2,52,0.0,76.2,88,11.8,82.1,40,0.0,72.1,45,0.0,55.4,75,19.6,65.1,82,16.9,92.52,7.48,76.4,Low Gap,Placed,2026-02-06 00:00:00
STU0655,Vignan University,Male,2025,Data Analyst,7.81,80.0,1,4,,0,Python,78.1,72,0.0,45.1,65,19.9,89.2,78,0.0,80.4,62,0.0,,55,0.0,90.1,78,0.0,64.2,35,0.0,75.1,40,0.0,78.1,75,0.0,64.0,72,8.0,97.21,2.79,80.45,Low Gap,Placed,2026-06-22 00:00:00
STU0656,KL University,Female,2026,Cloud Engineer,6.79,92.2,2,3,2.0,0,Java,65.8,70,4.2,49.3,68,18.7,70.6,62,0.0,71.9,55,0.0,64.6,88,23.4,88.9,58,0.0,79.7,45,0.0,88.7,82,0.0,77.2,70,0.0,50.7,76,25.3,92.84,7.16,82.0,Low Gap,Not Placed,2025-08-25 00:00:00
STU0657,GITAM University,Female,2026,Full Stack Developer,6.86,91.6,1,3,0.0,0,Java,45.2,82,36.8,47.9,76,28.1,78.2,70,0.0,63.4,88,24.6,47.8,62,14.2,,50,0.0,75.7,42,0.0,58.0,58,0.0,64.2,74,9.8,37.0,80,43.0,84.35,15.65,66.58,Moderate Gap,Placed,2025-09-18 00:00:00
STU0658,JNTU Kakinada,Male,2025,Full Stack Developer,8.18,78.8,1,3,1.0,1,C#,54.7,82,27.3,49.9,76,26.1,98.0,70,0.0,76.7,88,11.3,65.3,62,0.0,75.8,50,0.0,50.7,42,0.0,77.0,58,0.0,81.1,74,0.0,56.0,80,24.0,91.13,8.87,75.57,Low Gap,Placed,2025-06-22 00:00:00
STU0659,GITAM University,Male,2027,Full Stack Developer,7.94,99.0,1,2,1.0,0,C++,84.3,82,0.0,81.3,76,0.0,95.7,70,0.0,82.6,88,5.4,60.9,62,1.1,80.7,50,0.0,94.4,42,0.0,83.3,58,0.0,43.4,74,30.6,82.9,80,0.0,96.29,3.71,77.52,Low Gap,Placed,2025-08-29 00:00:00
STU0660,GITAM University,Female,2027,Data Scientist,7.97,99.1,0,3,3.0,0,JavaScript,71.8,78,6.2,81.8,75,0.0,98.0,72,0.0,84.4,55,0.0,78.5,52,0.0,65.4,88,22.6,88.9,40,0.0,76.6,45,0.0,84.8,75,0.0,79.5,82,2.5,96.86,3.14,78.37,Low Gap,Placed,2025-04-14 00:00:00
STU0661,Andhra University,Female,2025,DevOps Engineer,7.45,83.0,1,2,0.0,0,Java,70.5,72,1.5,67.9,70,2.1,55.9,58,2.1,81.8,50,0.0,44.6,82,37.4,74.4,52,0.0,56.9,48,0.0,60.9,88,27.1,79.5,72,0.0,61.7,80,18.3,91.15,8.85,69.64,Low Gap,Not Placed,2025-10-23 00:00:00
STU0662,Andhra University,Male,2026,Data Analyst,7.93,79.0,2,4,0.0,0,JavaScript,98.0,72,0.0,84.6,65,0.0,92.6,78,0.0,73.0,62,0.0,78.9,55,0.0,69.4,78,8.6,78.7,35,0.0,89.4,40,0.0,57.7,75,17.3,94.8,72,0.0,97.4,2.6,86.34,Low Gap,Placed,2026-07-24 00:00:00
STU0663,GITAM University,Male,2026,Cloud Engineer,8.05,97.7,3,1,2.0,0,C#,84.7,70,0.0,77.6,68,0.0,70.6,62,0.0,84.3,55,0.0,79.3,88,8.7,68.4,58,0.0,63.8,45,0.0,74.0,82,8.0,85.7,70,0.0,82.6,76,0.0,98.33,1.67,87.37,Low Gap,Placed,2025-03-13 00:00:00
STU0664,Andhra University,Male,2026,Software Developer,7.92,78.7,0,2,1.0,0,Python,54.4,80,25.6,55.2,78,22.8,56.0,72,16.0,76.2,68,0.0,71.8,60,0.0,69.9,55,0.0,83.8,45,0.0,60.9,50,0.0,75.1,72,0.0,55.9,78,22.1,91.36,8.64,66.39,Low Gap,Not Placed,2025-07-24 00:00:00
STU0665,SRM University,Male,2026,Data Analyst,6.72,73.1,1,3,3.0,0,C++,89.2,72,0.0,98.0,65,0.0,81.4,78,0.0,70.8,62,0.0,46.1,55,8.9,72.8,78,5.2,71.5,35,0.0,77.4,40,0.0,43.6,75,31.4,91.3,72,0.0,95.46,4.54,80.72,Low Gap,Placed,2025-10-25 00:00:00
STU0666,JNTU Kakinada,Male,2027,Data Scientist,7.99,87.1,2,4,2.0,2,Python,91.8,78,0.0,98.0,75,0.0,73.1,72,0.0,63.5,55,0.0,81.8,52,0.0,91.0,88,0.0,88.6,40,0.0,93.4,45,0.0,80.8,75,0.0,84.3,82,0.0,100.0,0.0,94.39,Low Gap,Placed,2025-02-17 00:00:00
STU0667,JNTU Kakinada,Female,2026,Full Stack Developer,8.18,81.9,1,3,2.0,0,C++,82.5,82,0.0,73.1,76,2.9,90.7,70,0.0,85.2,88,2.8,84.6,62,0.0,65.2,50,0.0,73.3,42,0.0,81.9,58,0.0,82.4,74,0.0,75.0,80,5.0,98.93,1.07,82.34,Low Gap,Placed,2025-11-01 00:00:00
STU0668,KL University,Male,2026,Full Stack Developer,7.16,77.8,1,1,2.0,1,C++,54.9,82,27.1,43.1,76,32.9,78.0,70,0.0,72.4,88,15.6,84.2,62,0.0,75.6,50,0.0,56.6,42,0.0,48.0,58,10.0,70.7,74,3.3,40.2,80,39.8,87.13,12.87,69.42,Moderate Gap,Placed,2026-01-08 00:00:00
STU0669,KL University,Female,2027,Full Stack Developer,7.62,78.3,0,3,2.0,0,Java,66.3,82,15.7,74.3,76,1.7,73.8,70,0.0,88.4,88,0.0,57.1,62,4.9,57.5,50,0.0,70.7,42,0.0,83.3,58,0.0,62.0,74,12.0,67.6,80,12.4,95.34,4.66,72.94,Low Gap,Placed,2025-05-12 00:00:00
STU0670,Andhra University,Female,2027,Software Developer,8.17,77.0,1,4,1.0,1,Python,67.3,80,12.7,64.1,78,13.9,85.5,72,0.0,80.0,68,0.0,75.3,60,0.0,94.6,55,0.0,85.2,45,0.0,59.4,50,0.0,69.3,72,2.7,72.3,78,5.7,96.5,3.5,82.01,Low Gap,Placed,2026-01-28 00:00:00
STU0671,KL University,Male,2027,DevOps Engineer,7.38,79.7,2,4,0.0,1,C#,92.9,72,0.0,95.6,70,0.0,81.7,58,0.0,78.5,50,0.0,65.9,82,16.1,52.4,52,0.0,79.9,48,0.0,88.1,88,0.0,90.1,72,0.0,93.7,80,0.0,98.39,1.61,88.34,Low Gap,Placed,2025-10-30 00:00:00
STU0672,Andhra University,Male,2027,Full Stack Developer,8.59,90.2,3,4,2.0,3,JavaScript,98.0,82,0.0,98.0,76,0.0,78.8,70,0.0,71.8,88,16.2,98.0,62,0.0,98.0,50,0.0,98.0,42,0.0,98.0,58,0.0,80.2,74,0.0,98.0,80,0.0,98.38,1.62,100.0,Low Gap,Placed,2026-07-23 00:00:00
STU0673,Vignan University,Female,2026,Data Analyst,7.27,85.8,0,4,1.0,0,C#,63.4,72,8.6,52.6,65,12.4,56.0,78,22.0,82.9,62,0.0,68.2,55,0.0,83.4,78,0.0,63.6,35,0.0,72.3,40,0.0,85.5,75,0.0,63.7,72,8.3,94.87,5.13,72.95,Low Gap,Placed,2026-01-13 00:00:00
STU0674,JNTU Kakinada,Female,2027,DevOps Engineer,7.61,92.4,3,3,0.0,1,Python,63.7,72,8.3,59.4,70,10.6,74.8,58,0.0,92.6,50,0.0,85.2,82,0.0,78.5,52,0.0,88.1,48,0.0,74.2,88,13.8,67.0,72,5.0,60.4,80,19.6,94.27,5.73,87.24,Low Gap,Placed,2025-09-22 00:00:00
STU0675,KL University,Male,2026,Software Developer,8.07,86.9,0,2,0.0,0,C++,71.0,80,9.0,57.4,78,20.6,54.8,72,17.2,64.0,68,4.0,62.6,60,0.0,75.6,55,0.0,73.5,45,0.0,86.7,50,0.0,74.1,72,0.0,56.1,78,21.9,92.73,7.27,66.0,Low Gap,Not Placed,2026-06-27 00:00:00
STU0676,JNTU Kakinada,Male,2025,Data Scientist,7.67,68.6,1,2,1.0,0,JavaScript,75.3,78,2.7,77.4,75,0.0,69.4,72,2.6,84.1,55,0.0,71.8,52,0.0,61.9,88,26.1,64.4,40,0.0,98.0,45,0.0,76.9,75,0.0,80.2,82,1.8,96.68,3.32,76.79,Low Gap,Placed,2026-08-03 00:00:00
STU0677,KL University,Male,2025,Software Developer,7.1,64.8,1,4,1.0,0,JavaScript,80.1,80,0.0,72.0,78,6.0,98.0,72,0.0,77.9,68,0.0,66.9,60,0.0,65.7,55,0.0,67.8,45,0.0,54.5,50,0.0,86.7,72,0.0,70.4,78,7.6,98.64,1.36,81.09,Low Gap,Placed,2026-02-25 00:00:00
STU0678,SRM University,Male,2027,DevOps Engineer,6.46,78.8,1,4,2.0,1,Java,70.2,72,1.8,66.0,70,4.0,81.7,58,0.0,70.0,50,0.0,83.9,82,0.0,54.0,52,0.0,53.1,48,0.0,68.2,88,19.8,60.4,72,11.6,73.2,80,6.8,95.6,4.4,80.94,Low Gap,Placed,2025-05-11 00:00:00
STU0679,SRM University,Male,2026,DevOps Engineer,6.31,82.6,3,5,2.0,0,C#,65.8,72,6.2,46.9,70,23.1,98.0,58,0.0,71.9,50,0.0,80.4,82,1.6,68.6,52,0.0,67.0,48,0.0,98.0,88,0.0,78.4,72,0.0,58.9,80,21.1,94.79,5.21,92.67,Low Gap,Placed,2025-01-17 00:00:00
STU0680,JNTU Kakinada,Female,2027,Software Developer,8.52,74.8,1,4,2.0,1,Java,98.0,80,0.0,98.0,78,0.0,80.1,72,0.0,98.0,68,0.0,85.6,60,0.0,75.0,55,0.0,68.8,45,0.0,47.4,50,2.6,77.6,72,0.0,91.6,78,0.0,99.74,0.26,86.99,Low Gap,Placed,2025-05-16 00:00:00
STU0681,SRM University,Male,2025,Data Analyst,7.85,86.2,1,1,2.0,0,C++,73.3,72,0.0,78.5,65,0.0,68.2,78,9.8,75.8,62,0.0,63.8,55,0.0,88.0,78,0.0,63.4,35,0.0,69.5,40,0.0,89.0,75,0.0,73.7,72,0.0,99.02,0.98,76.86,Low Gap,Placed,2025-02-25 00:00:00
STU0682,Vignan University,Female,2026,Software Developer,6.95,91.0,1,2,0.0,0,C#,55.3,80,24.7,50.6,78,27.4,65.6,72,6.4,56.6,68,11.4,62.3,60,0.0,57.4,55,0.0,83.1,45,0.0,83.6,50,0.0,96.2,72,0.0,63.2,78,14.8,91.53,8.47,70.4,Low Gap,Placed,2026-06-28 00:00:00
STU0683,KL University,Male,2025,Data Scientist,7.66,100.0,1,4,4.0,0,C++,91.0,78,0.0,98.0,75,0.0,83.7,72,0.0,88.2,55,0.0,82.8,52,0.0,61.9,88,26.1,83.2,40,0.0,94.5,45,0.0,72.7,75,2.3,93.1,82,0.0,97.16,2.84,88.19,Low Gap,Placed,2025-05-13 00:00:00
STU0684,GITAM University,Male,2027,Full Stack Developer,6.11,58.8,1,2,0.0,0,C#,62.7,82,19.3,52.9,76,23.1,50.7,70,19.3,61.0,88,27.0,71.8,62,0.0,83.6,50,0.0,58.1,42,0.0,63.7,58,0.0,61.4,74,12.6,71.4,80,8.6,89.0,11.0,68.17,Moderate Gap,Placed,2025-12-30 00:00:00
STU0685,GITAM University,Male,2025,Data Analyst,7.53,91.8,3,1,0.0,0,Python,97.6,72,0.0,92.3,65,0.0,64.9,78,13.1,76.9,62,0.0,81.0,55,0.0,74.6,78,3.4,82.3,35,0.0,87.5,40,0.0,75.0,75,0.0,85.4,72,0.0,98.34,1.66,85.78,Low Gap,Placed,2025-05-09 00:00:00
STU0686,SRM University,Female,2027,Software Developer,9.11,90.1,0,3,2.0,1,C++,80.9,80,0.0,87.3,78,0.0,87.7,72,0.0,66.4,68,1.6,91.5,60,0.0,83.9,55,0.0,68.9,45,0.0,94.1,50,0.0,64.0,72,8.0,86.8,78,0.0,99.04,0.96,79.42,Low Gap,Placed,2025-05-22 00:00:00
STU0687,SRM University,Male,2025,Data Analyst,7.81,81.8,2,3,1.0,1,JavaScript,74.8,72,0.0,87.0,65,0.0,66.7,78,11.3,94.7,62,0.0,92.6,55,0.0,77.0,78,1.0,82.3,35,0.0,79.2,40,0.0,62.8,75,12.2,79.6,72,0.0,97.55,2.45,86.79,Low Gap,Placed,2025-10-18 00:00:00
STU0688,Andhra University,Female,2027,Software Developer,8.04,70.6,1,3,1.0,2,Java,54.0,80,26.0,55.2,78,22.8,79.2,72,0.0,79.8,68,0.0,76.8,60,0.0,78.9,55,0.0,76.1,45,0.0,59.0,50,0.0,61.4,72,10.6,62.6,78,15.4,92.52,7.48,77.62,Low Gap,Not Placed,2025-01-21 00:00:00
STU0689,Vignan University,Male,2026,DevOps Engineer,7.0,65.8,2,2,2.0,0,C#,93.0,72,0.0,98.0,70,0.0,75.2,58,0.0,82.4,50,0.0,98.0,82,0.0,55.3,52,0.0,80.2,48,0.0,60.6,88,27.4,86.0,72,0.0,97.5,80,0.0,97.26,2.74,85.55,Low Gap,Placed,2026-06-08 00:00:00
STU0690,GITAM University,Female,2026,Data Scientist,7.38,74.3,1,2,0.0,0,JavaScript,81.1,78,0.0,97.1,75,0.0,88.9,72,0.0,72.8,55,0.0,50.3,52,1.7,81.0,88,7.0,63.5,40,0.0,63.0,45,0.0,56.2,75,18.8,94.7,82,0.0,97.25,2.75,75.22,Low Gap,Placed,2026-07-29 00:00:00
STU0691,SRM University,Female,2026,Full Stack Developer,7.6,81.6,2,4,1.0,1,Java,62.6,82,19.4,53.9,76,22.1,86.9,70,0.0,90.1,88,0.0,72.3,62,0.0,62.5,50,0.0,96.1,42,0.0,87.6,58,0.0,76.2,74,0.0,63.1,80,16.9,94.17,5.83,85.92,Low Gap,Placed,2025-03-24 00:00:00
STU0692,JNTU Kakinada,Male,2026,DevOps Engineer,6.5,82.5,1,4,0.0,2,Java,61.8,72,10.2,62.1,70,7.9,72.0,58,0.0,79.6,50,0.0,81.4,82,0.6,78.9,52,0.0,45.3,48,2.7,84.9,88,3.1,42.1,72,29.9,55.7,80,24.3,92.14,7.86,77.38,Low Gap,Placed,2025-09-29 00:00:00
STU0693,SRM University,Male,2027,DevOps Engineer,8.22,90.1,0,3,1.0,3,C#,81.1,72,0.0,60.8,70,9.2,73.2,58,0.0,77.6,50,0.0,65.0,82,17.0,86.4,52,0.0,83.8,48,0.0,78.0,88,10.0,82.6,72,0.0,66.0,80,14.0,94.98,5.02,77.38,Low Gap,Placed,2026-02-15 00:00:00
STU0694,JNTU Kakinada,Female,2026,Software Developer,7.92,82.2,1,2,0.0,1,C#,61.8,80,18.2,53.7,78,24.3,70.9,72,1.1,70.6,68,0.0,81.7,60,0.0,83.9,55,0.0,75.3,45,0.0,87.2,50,0.0,80.3,72,0.0,59.8,78,18.2,93.82,6.18,74.48,Low Gap,Placed,2026-03-02 00:00:00
STU0695,KL University,Male,2027,Data Scientist,7.4,93.4,1,2,0.0,1,C++,91.2,78,0.0,95.2,75,0.0,73.2,72,0.0,78.1,55,0.0,60.1,52,0.0,75.1,88,12.9,69.1,40,0.0,83.6,45,0.0,72.6,75,2.4,86.3,82,0.0,98.47,1.53,78.34,Low Gap,Placed,2025-05-13 00:00:00
STU0696,Vignan University,Male,2026,Data Analyst,7.3,84.7,0,3,3.0,2,Python,85.4,72,0.0,74.6,65,0.0,69.7,78,8.3,74.4,62,0.0,58.5,55,0.0,62.9,78,15.1,85.3,35,0.0,82.1,40,0.0,76.6,75,0.0,87.0,72,0.0,97.66,2.34,80.14,Low Gap,Placed,2026-07-21 00:00:00
STU0697,JNTU Kakinada,Female,2026,Data Scientist,7.62,85.7,0,5,2.0,2,C#,75.2,78,2.8,75.0,75,0.0,96.9,72,0.0,79.2,55,0.0,94.5,52,0.0,95.3,88,0.0,68.8,40,0.0,87.0,45,0.0,60.7,75,14.3,76.1,82,5.9,97.69,2.31,84.22,Low Gap,Placed,2026-04-22 00:00:00
STU0698,Vignan University,Male,2027,Full Stack Developer,7.11,77.8,0,2,2.0,1,JavaScript,67.0,82,15.0,62.7,76,13.3,45.6,70,24.4,71.2,88,16.8,60.8,62,1.2,55.7,50,0.0,75.4,42,0.0,67.9,58,0.0,68.8,74,5.2,73.2,80,6.8,91.74,8.26,69.24,Low Gap,Placed,2025-10-23 00:00:00
STU0699,Vignan University,Male,2027,Cloud Engineer,8.05,91.9,2,4,3.0,1,Java,95.8,70,0.0,98.0,68,0.0,85.7,62,0.0,82.1,55,0.0,98.0,88,0.0,76.8,58,0.0,77.1,45,0.0,90.3,82,0.0,81.3,70,0.0,89.1,76,0.0,100.0,0.0,95.23,Low Gap,Placed,2026-05-09 00:00:00
STU0700,GITAM University,Female,2027,Full Stack Developer,6.71,90.8,3,5,0.0,1,C#,59.5,82,22.5,72.3,76,3.7,78.9,70,0.0,90.6,88,0.0,98.0,62,0.0,98.0,50,0.0,82.1,42,0.0,92.3,58,0.0,62.3,74,11.7,61.1,80,18.9,94.32,5.68,92.79,Low Gap,Placed,2026-06-26 00:00:00
STU0701,JNTU Kakinada,Male,2027,Data Scientist,5.51,81.7,2,2,3.0,0,Java,83.7,78,0.0,82.2,75,0.0,76.0,72,0.0,70.9,55,0.0,62.3,52,0.0,56.5,88,31.5,80.0,40,0.0,68.7,45,0.0,65.6,75,9.4,84.5,82,0.0,95.91,4.09,83.57,Low Gap,Placed,2026-04-07 00:00:00
STU0702,GITAM University,Female,2025,Software Developer,8.35,84.6,0,3,3.0,2,Java,87.8,80,0.0,98.0,78,0.0,66.6,72,5.4,84.1,68,0.0,81.2,60,0.0,74.1,55,0.0,85.5,45,0.0,63.7,50,0.0,46.9,72,25.1,87.2,78,0.0,96.94,3.06,80.38,Low Gap,Placed,2025-10-06 00:00:00
STU0703,GITAM University,Male,2026,Data Analyst,8.9,97.6,0,2,3.0,1,Python,56.5,72,15.5,50.0,65,15.0,76.9,78,1.1,90.5,62,0.0,75.3,55,0.0,90.0,78,0.0,66.5,35,0.0,81.6,40,0.0,59.0,75,16.0,53.4,72,18.6,93.38,6.62,73.01,Low Gap,Placed,2025-02-03 00:00:00
STU0704,KL University,Female,2025,Data Scientist,7.52,79.5,0,4,1.0,1,C#,43.4,78,34.6,38.3,75,36.7,92.8,72,0.0,65.8,55,0.0,65.1,52,0.0,84.8,88,3.2,67.1,40,0.0,88.6,45,0.0,82.4,75,0.0,43.1,82,38.9,88.66,11.34,71.04,Moderate Gap,Not Placed,2025-12-26 00:00:00
STU0705,SRM University,Male,2026,Software Developer,8.38,77.4,2,2,0.0,0,Java,65.7,80,14.3,75.1,78,2.9,84.3,72,0.0,94.4,68,0.0,,60,0.0,58.9,55,0.0,86.5,45,0.0,71.1,50,0.0,66.6,72,5.4,67.5,78,10.5,96.69,3.31,80.02,Low Gap,Placed,2025-02-06 00:00:00
STU0706,KL University,Male,2025,Full Stack Developer,6.07,89.1,0,2,1.0,0,JavaScript,62.4,82,19.6,58.6,76,17.4,56.9,70,13.1,76.4,88,11.6,57.7,62,4.3,53.6,50,0.0,72.5,42,0.0,51.7,58,6.3,71.0,74,3.0,51.8,80,28.2,89.66,10.34,64.23,Moderate Gap,Placed,2026-07-30 00:00:00
STU0707,GITAM University,Male,2027,Full Stack Developer,7.72,83.4,2,3,1.0,0,Python,87.4,82,0.0,86.7,76,0.0,58.4,70,11.6,73.0,88,15.0,83.5,62,0.0,80.0,50,0.0,75.5,42,0.0,98.0,58,0.0,72.0,74,2.0,88.5,80,0.0,97.14,2.86,85.3,Low Gap,Placed,2026-06-11 00:00:00
STU0708,GITAM University,Other,2026,Data Scientist,5.93,70.2,1,4,1.0,0,C++,89.2,78,0.0,87.2,75,0.0,71.2,72,0.8,55.5,55,0.0,52.9,52,0.0,79.2,88,8.8,65.6,40,0.0,77.8,45,0.0,,75,18.8,95.6,82,0.0,97.16,2.84,80.14,Low Gap,Placed,2025-05-17 00:00:00
STU0709,Andhra University,Female,2026,Full Stack Developer,7.96,75.6,0,3,0.0,0,JavaScript,53.5,82,28.5,47.1,76,28.9,77.5,70,0.0,65.9,88,22.1,73.3,62,0.0,59.4,50,0.0,55.4,42,0.0,65.6,58,0.0,61.8,74,12.2,52.7,80,27.3,88.11,11.89,64.01,Moderate Gap,Placed,2025-09-19 00:00:00
STU0710,KL University,Male,2025,Data Analyst,6.62,,1,4,1.0,2,JavaScript,50.7,72,21.3,44.5,65,20.5,81.9,78,0.0,63.6,62,0.0,58.3,55,0.0,59.1,78,18.9,82.1,35,0.0,76.6,40,0.0,60.0,75,15.0,47.1,72,24.9,89.93,10.07,76.68,Moderate Gap,Placed,2026-04-05 00:00:00
STU0711,SRM University,Male,2026,Data Analyst,7.1,87.3,1,2,1.0,1,C++,85.1,72,0.0,66.3,65,0.0,80.7,78,0.0,59.5,62,2.5,85.1,55,0.0,63.9,78,14.1,66.5,35,0.0,59.6,40,0.0,72.0,75,3.0,61.4,72,10.6,96.98,3.02,76.64,Low Gap,Placed,2025-02-02 00:00:00
STU0712,JNTU Kakinada,Male,2027,Software Developer,8.82,84.4,1,3,1.0,0,Java,73.1,80,6.9,62.7,78,15.3,70.3,72,1.7,82.9,68,0.0,98.0,60,0.0,,55,0.0,74.0,45,0.0,89.6,50,0.0,73.5,72,0.0,71.0,78,7.0,96.91,3.09,79.02,Low Gap,Placed,2025-01-17 00:00:00
STU0713,SRM University,Male,2027,Data Scientist,8.75,95.1,0,3,1.0,0,C++,65.8,78,12.2,77.2,75,0.0,72.0,72,0.0,76.6,55,0.0,84.7,52,0.0,75.1,88,12.9,65.3,40,0.0,78.1,45,0.0,98.0,75,0.0,69.6,82,12.4,96.25,3.75,73.68,Low Gap,Placed,2025-11-26 00:00:00
STU0714,JNTU Kakinada,Male,2025,Full Stack Developer,8.75,71.9,2,4,0.0,3,JavaScript,69.0,82,13.0,66.8,76,9.2,92.3,70,0.0,83.1,88,4.9,90.0,62,0.0,85.1,50,0.0,80.3,42,0.0,77.7,58,0.0,70.5,74,3.5,49.0,80,31.0,93.84,6.16,87.64,Low Gap,Placed,2025-04-24 00:00:00
STU0715,GITAM University,Male,2027,Software Developer,8.51,96.7,1,2,3.0,3,JavaScript,60.0,80,20.0,54.4,78,23.6,76.5,72,0.0,86.6,68,0.0,90.3,60,0.0,88.9,55,0.0,62.6,45,0.0,82.0,50,0.0,69.0,72,3.0,47.6,78,30.4,92.3,7.7,81.07,Low Gap,Placed,2025-06-27 00:00:00
STU0716,Andhra University,Female,2025,Data Scientist,7.77,94.6,2,1,3.0,2,Python,85.2,78,0.0,85.3,75,0.0,98.0,72,0.0,80.7,55,0.0,72.8,52,0.0,96.7,88,0.0,74.1,40,0.0,98.0,45,0.0,94.7,75,0.0,94.3,82,0.0,100.0,0.0,90.9,Low Gap,Placed,2025-09-10 00:00:00
STU0717,Vignan University,Female,2025,DevOps Engineer,7.63,,3,3,2.0,1,C#,98.0,72,0.0,96.5,70,0.0,78.2,58,0.0,91.8,50,0.0,70.7,82,11.3,76.3,52,0.0,96.4,48,0.0,83.0,88,5.0,84.7,72,0.0,98.0,80,0.0,98.37,1.63,95.98,Low Gap,Placed,2026-05-05 00:00:00
STU0718,JNTU Kakinada,Female,2026,Software Developer,7.69,86.8,3,4,1.0,3,Python,86.6,80,0.0,98.0,78,0.0,98.0,72,0.0,89.7,68,0.0,83.5,60,0.0,71.0,55,0.0,98.0,45,0.0,97.7,50,0.0,63.4,72,8.6,89.8,78,0.0,99.14,0.86,99.88,Low Gap,Placed,2026-06-27 00:00:00
STU0719,GITAM University,Male,2026,Cloud Engineer,6.89,96.0,0,5,3.0,2,JavaScript,88.1,70,0.0,81.6,68,0.0,65.4,62,0.0,80.9,55,0.0,81.9,88,6.1,76.6,58,0.0,88.3,45,0.0,73.3,82,8.7,65.2,70,4.8,83.8,76,0.0,98.03,1.97,85.17,Low Gap,Placed,2025-09-10 00:00:00
STU0720,KL University,Female,2025,DevOps Engineer,7.42,88.5,1,1,0.0,1,Python,76.7,72,0.0,76.9,70,0.0,66.2,58,0.0,65.4,50,0.0,64.9,82,17.1,73.9,52,0.0,68.9,48,0.0,76.3,88,11.7,83.2,72,0.0,80.4,80,0.0,97.12,2.88,74.19,Low Gap,Placed,2025-07-22 00:00:00
STU0721,JNTU Kakinada,Female,2026,Data Scientist,7.21,81.1,1,3,1.0,1,JavaScript,75.1,78,2.9,82.4,75,0.0,49.0,72,23.0,74.1,55,0.0,75.1,52,0.0,88.1,88,0.0,77.8,40,0.0,71.2,45,0.0,69.5,75,5.5,70.1,82,11.9,95.67,4.33,79.02,Low Gap,Not Placed,2025-11-27 00:00:00
STU0722,SRM University,Male,2027,DevOps Engineer,7.72,79.5,1,4,1.0,0,C++,95.7,72,0.0,98.0,70,0.0,44.7,58,13.3,80.8,50,0.0,72.7,82,9.3,75.1,52,0.0,66.9,48,0.0,76.0,88,12.0,80.7,72,0.0,91.2,80,0.0,96.54,3.46,81.4,Low Gap,Not Placed,2026-07-26 00:00:00
STU0723,GITAM University,Other,2027,Cloud Engineer,7.96,60.9,1,2,0.0,1,Python,81.1,70,0.0,86.4,68,0.0,92.0,62,0.0,76.5,55,0.0,80.4,88,7.6,70.8,58,0.0,63.7,45,0.0,56.7,82,25.3,64.1,70,5.9,80.9,76,0.0,96.12,3.88,76.33,Low Gap,Placed,2025-05-10 00:00:00
STU0724,Vignan University,Male,2026,Data Scientist,5.98,100.0,1,1,1.0,3,C#,60.5,78,17.5,58.8,75,16.2,48.6,72,23.4,44.7,55,10.3,73.2,52,0.0,62.3,88,25.7,74.6,40,0.0,67.3,45,0.0,56.5,75,18.5,54.5,82,27.5,86.1,13.9,69.78,Moderate Gap,Placed,2025-09-29 00:00:00
STU0725,KL University,Male,2027,Software Developer,7.81,87.5,1,3,0.0,1,JavaScript,72.6,80,7.4,67.4,78,10.6,33.5,72,38.5,60.4,68,7.6,89.3,60,0.0,68.2,55,0.0,74.4,45,0.0,74.0,50,0.0,,72,0.0,71.3,78,6.7,92.92,7.08,75.11,Low Gap,Placed,2025-08-08 00:00:00
STU0726,KL University,Female,2025,Data Analyst,8.53,87.9,3,4,1.0,3,Java,71.8,72,0.2,76.7,65,0.0,98.0,78,0.0,70.6,62,0.0,79.4,55,0.0,98.0,78,0.0,82.4,35,0.0,85.2,40,0.0,57.6,75,17.4,75.5,72,0.0,98.24,1.76,97.06,Low Gap,Placed,2026-03-25 00:00:00
STU0727,SRM University,Female,2025,DevOps Engineer,7.51,88.5,3,3,2.0,3,Python,98.0,72,0.0,85.8,70,0.0,84.3,58,0.0,73.6,50,0.0,81.5,82,0.5,90.4,52,0.0,92.9,48,0.0,97.9,88,0.0,73.1,72,0.0,90.5,80,0.0,99.95,0.05,99.52,Low Gap,Placed,2025-06-28 00:00:00
